neighborhood_name,classification_name,property_type_name,price,area
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,660.32
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,660.63
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600.9
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,601.95
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,601.43
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,1280.41
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,659.59
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,668.06
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,192
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,480000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,653.97
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,500.25
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,767.14
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,757.82
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,701.18
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,650850,650.85
ابها/ المحاله ام نجم ,سكني,قطعة أرض,594000,660
"ابها/ الصفراء ",سكني,قطعة أرض,500000,180.5
ابها/ ال غليظ ,سكني,قطعة أرض,900000,750
ابها/ لعصان ,سكني,شقة,700000,218.47
ابها/ المحاله ,سكني,قطعة أرض,600000,780
ابها/ المحالة ,سكني,شقة,500000,221.79
ابها/ المحالة ,سكني,قطعة أرض,2539933,315
ابها/ شمال الخالدية ,سكني,قطعة أرض,13000000,4107.77
ابها/ سر السريحه حجلا مدينة سلطان ,سكني,شقة,595000,224.52
ابها/أخرى,سكني,قطعة أرض,960000,776
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,800000,638
ابها/ المحالة ,سكني,قطعة أرض,450000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,649.67
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,1159.25
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660.02
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,730
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,1276.79
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,483.91
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660.02
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,489.53
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,596.08
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,651.12
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,642.19
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,602.53
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,596.06
ابها/ المنسك ,سكني,قطعة أرض,1600000,487.5
ابها/ المحاله ,سكني,قطعة أرض,1000000,350
ابها/أخرى,سكني,قطعة أرض,30000,500
ابها/أخرى,سكني,قطعة أرض,60000,487.5
ابها/ النميص بالمنسك ,سكني,قطعة أرض,1345000,275
ابها/ المحالة مدينة سلطان ,تجاري,قطعة أرض,660000,681.5
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,500000,703.5
ابها/ المحاله ,سكني,شقة,1300000,503.41
ابها/ الفريض طريق السوده ,سكني,شقة,430000,169.02
ابها/ المحاله ,سكني,شقة,380000,167.98
ابها/ اعالى شعير الشرقى بحجلا ,سكني,قطعة أرض,125000,840
ابها/ طريق ابها الخميس ,سكني,قطعة أرض,1000000,630
ابها/ بن نعمان ,سكني,قطعة أرض,860000,1617.68
ابها/ بن نعمان ,سكني,قطعة أرض,461000,701.38
ابها/ بن نعمان ,سكني,قطعة أرض,408000,625.85
ابها/ بن نعمان ,سكني,قطعة أرض,418000,585.47
ابها/ بن نعمان ,سكني,قطعة أرض,394000,574.88
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,300000,755.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,826417,600
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,954610.3,686.8
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,509448,424.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,765877,665.97
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,716712.5,573.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,467520,379.6
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,766000,593.9
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,661608,551
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,1268000,913
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,995000,1064
ابها/ المنسك ,سكني,شقة,200000,209.26
ابها/ المحاله ,سكني,قطعة أرض,630000,750
ابها/أخرى,سكني,قطعة أرض,500000,487.5
ابها/ اعالى شعير الشرقى بحجلا ,سكني,قطعة أرض,100000,315
ابها/أخرى,سكني,قطعة أرض,315000,552
ابها/ المحارث ,زراعي,أرض زراعية,500000,3067.5
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,95000,375
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,469258.2,411.63
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,466761.6,409.44
ابها/ المحارث ال السريع ,سكني,قطعة أرض,895709,765.93
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,937860.5,678.1
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,885656,594.34
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,834472.6,600.95
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,774000,600
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,767975,552
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,716148,530.6
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,648805.5,503
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,939834.6,672.8
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,867854,598
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,723432,560.1
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,675057,522.7
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,673302.6,522.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,830669.7,644
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,796858.8,617.9
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,723174,560
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,721535.7,559.3
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,698793,541
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,709938.6,550
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,670567.8,530
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,680668.5,527
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,676811.4,524.5
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,730236.5,525.4
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,873337,628.33
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,830719.6,598
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,714555,529.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,703729.2,506.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,619857.2,463
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,641902,461.8
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,573624.3,444.67
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,767266.2,594.8
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,834449.4,646.6
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,836500.5,648.64
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,829831.2,643
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,816180.2,587.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,691177.5,496.8
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,833444,600.6
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,942221,703
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,804187.6,600
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,732388.5,542.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,823200.6,638
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,814364.1,631
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,670800,520
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,743685,576.6
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,745297.5,577.7
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,757565.4,578.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,669342.3,518.9
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,706662,547.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,671574,520
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,670929,520
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,670567.8,520
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,670929,520
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,826090.2,640.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,832617.6,645
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,821114.7,490.8
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,785780.9,565.55
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,870725,600
ابها/ أبها مدينة سلطان ,تجاري,قطعة أرض,1115229.75,874.7
ابها/ الهيام شمال العرين ,سكني,شقة,1000000,449.49
ابها/ حجلا مدينة سلطان ,سكني,قطعة أرض,50000,1500
ابها/ المحاله ,سكني,شقة,740000,291.98
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,415000,750
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,706930.4,648.57
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,654000,600
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,654000,600
ابها/ المحالة ,سكني,قطعة أرض,732000,915.15
ابها/ المحالة ,سكني,قطعة أرض,630784,901.12
ابها/ المحالة ,سكني,قطعة أرض,390000,596.78
ابها/ المحالة ,سكني,قطعة أرض,648975,865.33
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,1020.36
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,552
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,3730.7
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,1001.6
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,512.7
ابها/ المحارث ال السريع ,تجاري,قطعة أرض,30000,29.7
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,612.2
ابها/ المحارث ال السريع ,سكني,قطعة أرض,30000,39.5
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,600
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,600
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,595.5
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,830.81
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,677
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,595.5
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,814984.8,586.3
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,650000,503
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,1068254,972.42
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,611212.9,410
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,860000.2,667.88
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,717240,597.7
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,837919.8,604.7
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,750730.4,609.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,750933.2,610.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,710400,594.9
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,699348,595
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,766872,596.1
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,500641,430.72
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,770458.5,570.7
ابها/ المحالة ,سكني,قطعة أرض,628369,897.67
ابها/ الموظفين ,سكني,قطعة أرض,790000,800
ابها/ أعلى سر لعصان بنى مالك ,سكني,شقة,620000,180.38
ابها/ حجلا ,سكني,شقة,450000,156.2
ابها/ الخشع ,سكني,بيت,250000,200
ابها/ الشرقى غرب طريق أبها السودة ,سكني,قطعة أرض,4000000,1292
ابها/ المحاله ,سكني,شقة,680000,305.57
ابها/أخرى,سكني,قطعة أرض,75000,525
ابها/ الصفا بسر لعصان ,سكني,شقة,253800,242
ابها/ سر العبب ,سكني,شقة,550000,221.61
ابها/ العرين ,سكني,قطعة أرض,950000,619.9
ابها/ المحالة مدينة سلطان ,سكني,شقة,770000,336.08
ابها/ وادى الشق ,سكني,قطعة أرض,600000,604
ابها/ شمال الخالدية ,سكني,قطعة أرض,1250000,325
ابها/ النميص سر ذى النميص ,سكني,قطعة أرض,648600,564
ابها/ المحالة ,سكني,قطعة أرض,564746,868.84
ابها/ المحالة ,سكني,قطعة أرض,403000,620
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,840727.6,607.62
ابها/ لعصان ,سكني,شقة,500000,197.15
ابها/ حجلا ,سكني,شقة,340000,156.86
ابها/ المنسك ,سكني,قطعة أرض,1000000,700
ابها/ المحاله ,زراعي,أرض زراعية,1185000,8571.2
ابها/ المحاله ,زراعي,أرض زراعية,1185000,11417.03
ابها/ المحاله ,سكني,قطعة أرض,330000,336
ابها/ المحاله ,زراعي,أرض زراعية,2000000,29224.49
ابها/ مدينة سلطان ,سكني,قطعة أرض,90000,600
ابها/ المنسك بابها ,سكني,قطعة أرض,1000000,329.4
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,50000,750
ابها/ المحالة ,سكني,قطعة أرض,395245,608.07
ابها/ المحاله ام نجم ,سكني,قطعة أرض,200000,537.23
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,1453.59
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,546.19
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,908.64
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,579.33
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600.77
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,697.05
ابها/ المحاله ام نجم ,سكني,قطعة أرض,354999.5,659.63
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,631.18
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,647.06
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,628.89
ابها/ المحاله ام نجم ,سكني,قطعة أرض,200000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,681.47
ابها/ المحاله ام نجم ,تجاري,قطعة أرض,400000,688.14
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,656
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660.02
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,655.3
ابها/ المحارث ال السريع ,سكني,قطعة أرض,400000,759.76
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,780563.4,583
ابها/ لعصان ,سكني,شقة,450000,188.74
ابها/ ال غليظ ,سكني,قطعة أرض,300000,555.4
ابها/أخرى,سكني,قطعة أرض,500000,520.5
ابها/أخرى,سكني,قطعة أرض,50000,525
ابها/ سر العبب ,سكني,شقة,540000,230.88
ابها/ حجلا المسماه الحمراوين ,سكني,قطعة أرض,285000,650
ابها/ مربه ,سكني,قطعة أرض,95000,794
ابها/ ال حلامى ,سكني,قطعة أرض,170000,612.5
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,330000,746
ابها/ المحالة ,سكني,قطعة أرض,389988,600
ابها/ المحالة ,سكني,قطعة أرض,389988,600
ابها/ المحالة ,سكني,قطعة أرض,413194,590.74
ابها/ المحاله ام نجم ,سكني,قطعة أرض,746184,621.86
ابها/ المحاله ام نجم ,سكني,قطعة أرض,725000,660
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,638240.4,1329.75
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,708984,550.4
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,755437,543.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,646638.3,500.7
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,755023.6,608.9
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,713460,648
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,698287.5,558.86
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,700875,560.68
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,712327,647.7
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,600000,700.5
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,727753.5,564
ابها/ الخشع ,سكني,شقة,100000,86.5
ابها/ الصفا بسر لعصان ,سكني,قطعة أرض,1000000,592.5
ابها/ المحاله ,سكني,شقة,785000,253.68
ابها/أخرى,سكني,قطعة أرض,48000,511.5
ابها/ السلمه ال غليظ ,سكني,قطعة أرض,500000,600
ابها/ المحاله ام نجم ,سكني,مرفق,400000,3417.37
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,742.97
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,716.11
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,769.14
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,779.61
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,1020.36
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,569.56
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,603.59
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,913.05
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,662.09
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,593.35
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,660.73
ابها/ المحاله ام نجم ,سكني,قطعة أرض,400000,786.97
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,700637.5,560.53
ابها/ حجلا ,سكني,قطعة أرض,130000,400
ابها/ الهيام شمال العرين ,سكني,شقة,800000,488.51
"ابها/ مشيع المكان المسمى المختباء ",سكني,قطعة أرض,600000,853
ابها/ شعب عما بقرية ال جرجر بنى مالك ,سكني,قطعة أرض,1450000,863.24
ابها/ المحاله ,سكني,قطعة أرض,2400000,4482
ابها/ المحاله ,سكني,شقة,1000000,452.86
ابها/ المحاله ,سكني,شقة,1000000,709.52
ابها/أخرى,سكني,قطعة أرض,50000,707.8
ابها/ الداره ,تجاري,قطعة أرض,1200000,600
ابها/ وادى الشق ,سكني,شقة,920000,295.55
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,34545,750
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,570732.5,671.45
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,468180,550.8
ابها/ المحاله ام نجم ,سكني,قطعة أرض,600000,600
ابها/ المحاله ام نجم ,سكني,قطعة أرض,676700,660.73
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,1113411.9,857.3
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,400000,500
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,400000,480.4
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,400000,509.6
ابها/ المحارث ولعصان ,سكني,قطعة أرض,540090,540
ابها/ المحارث ولعصان ,سكني,قطعة أرض,300618,501
ابها/ المحارث ولعصان ,سكني,قطعة أرض,500000,500
ابها/ المحارث ولعصان ,سكني,قطعة أرض,277902,463
ابها/ المحارث ولعصان ,سكني,قطعة أرض,936010,936
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,348479,398.31
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,469319,552.14
ابها/ المحارث ولعصان ,سكني,قطعة أرض,540370,540.4
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,560384,700.5
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,560112,700
ابها/ المنسك بابها ,تجاري,قطعة أرض,5184810,3200.5
ابها/ المنسك بابها ,تجاري,قطعة أرض,4736313,2923.65
ابها/ الخارجه بنى مالك ,سكني,قطعة أرض,200000,360
ابها/ المحالة ,سكني,قطعة أرض,400000,616.9
ابها/ ذى النميص ,سكني,قطعة أرض,700000,380
ابها/ الخشع ,سكني,بيت,80000,109.33
ابها/ ذره الجنوبيه ,سكني,شقة,440000,131.24
ابها/ ذره الجنوبيه ,سكني,قطعة أرض,600000,400
ابها/ علكم ,زراعي,أرض زراعية,476000,2571.26
ابها/ المحالة بمدينة سلطان ,سكني,قطعة أرض,550000,750
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,750000,600
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,550000,540.65
ابها/ المحالة ,سكني,قطعة أرض,400000,620
ابها/ حجلا ,سكني,قطعة أرض,300000,450
ابها/ الهيام شمال العرين ,سكني,قطعة أرض,1160000,300
ابها/ الهيام شمال العرين ,سكني,شقة,1400000,471.79
ابها/ المنسك ,سكني,قطعة أرض,600000,625
ابها/ المحاله ,سكني,شقة,750000,291.98
ابها/أخرى,سكني,قطعة أرض,100000,500
ابها/أخرى,سكني,قطعة أرض,30000,500
ابها/أخرى,سكني,قطعة أرض,30000,500
ابها/أخرى,سكني,قطعة أرض,30000,475
ابها/أخرى,سكني,قطعة أرض,30000,525
ابها/أخرى,سكني,قطعة أرض,10000,510
ابها/أخرى,سكني,قطعة أرض,50000,525
ابها/ جوحان ,تجاري,قطعة أرض,850000,533
ابها/ جوحان ,تجاري,قطعة أرض,1080000,600
ابها/ جوحان ,تجاري,قطعة أرض,1050000,677
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,100000,756
"ابها/ حجلاء مدينة سلطان الشجنه الغربيه ",سكني,شقة,1470000,556.73
ابها/ شمسان الشرقى ,سكني,شقة,50000,94.8
ابها/ شمسان الشرقى ,سكني,شقة,50000,100
ابها/ المحالة ,سكني,قطعة أرض,580000,726.83
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,774000,600
ابها/ ابها الشرف-العمرات بنى مغيد ,تجاري,قطعة أرض,770000.7,557
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,613.8
ابها/ المحالة مدينة سلطان ,سكني,قطعة أرض,714360,595.3
ابها/ ال غليظ ,سكني,قطعة أرض,200000,248.5
ابها/ حجلا ,سكني,قطعة أرض,330000,437.5
ابها/ قاعد ,سكني,شقة,1500000,467.28
ابها/ قاعد ,سكني,شقة,1500000,473.78
ابها/ قاعد ,سكني,شقة,1500000,461.28
ابها/ الداره ,تجاري,قطعة أرض,1200000,600
ابها/أخرى,سكني,قطعة أرض,100000,500
ابها/أخرى,سكني,قطعة أرض,50000,500
ابها/أخرى,سكني,قطعة أرض,225000,707.8
ابها/ النميص بالمنسك ,سكني,قطعة أرض,1200000,276
ابها/ المحالة مدينة سلطان ,سكني,شقة,620000,233.26
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,252900.5,297.53
ابها/ سر المحارث من معامل ال غليظ بنى مالك ,سكني,قطعة أرض,252458.5,297.01
ابها/ أبها مدينة سلطان ,سكني,قطعة أرض,600000,606.9
ابها/ المحارث ولعصان ,سكني,قطعة أرض,430000,460.7
ابها/ المحارث ولعصان ,سكني,قطعة أرض,574860,479
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,700000,700.5
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,700000,700.5
ابها/ العطفة بنى شدان بنى مالك عسير ,سكني,قطعة أرض,30000,1004.07
ابها/ صلحلح بللحمر ,سكني,قطعة أرض,30000,600
ابها/ مدينة سلطان ,سكني,قطعة أرض,200000,709.22
ابها/ المحالة مدينة سلطان ,سكني,شقة,580000,340.14
ابها/ المحارث ال السريع ,سكني,قطعة أرض,700000,830.81
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,567793.5,440
ابها/ ابها الشرف-العمرات بنى مغيد ,سكني,قطعة أرض,366666.67,334.67
ابها/ المحارث ولعصان ,سكني,قطعة أرض,743250,495.5
ابها/ المحارث ولعصان ,سكني,قطعة أرض,541000,541
ابها/ المحارث ولعصان ,سكني,قطعة أرض,540980,541
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1187440,593.7
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1151837,606
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1187440,593.7
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1145643,603
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1178440,589
ابها/ المحارث ولعصان ,سكني,قطعة أرض,455360,455.4
ابها/ المحارث ولعصان ,تجاري,قطعة أرض,1747820,873.9
ابها/ المحارث ولعصان ,سكني,قطعة أرض,720790,514.85
